material,plant,date,customer,qty
1000189,MY31,20171123,1000902,0.00E+00
1000189,MY31,20171124,1001756,0.015
1000189,MY31,20171127,1001757,0.05
1000189,MY31,20171127,1001894,0.01
1000189,MY31,20171128,1001755,0.2
1000189,MY31,20171128,1000289,0.00E+00
1000189,MY31,20171130,1001755,0.8
1000189,MY31,20171130,1001890,0.00E+00
1000189,MY31,20171130,1001889,0.00E+00
1000189,MY31,20171204,1001889,0.02
1000189,MY31,20171204,1001757,0.04
1000189,MY31,20171205,1000903,0.02
1000189,MY31,20171205,1001756,0.025
1000189,MY31,20171206,1001755,0.00E+00
1000189,MY31,20171208,1001755,0.1
1000189,MY31,20171208,1001889,0.04
1000189,MY31,20171209,1000902,0.005
1000189,MY31,20171209,1001757,0.00E+00
1000189,MY31,20171211,1000289,0.12
1000189,MY31,20171211,1001756,0.04
1000189,MY31,20171214,1001755,0.7
1000189,MY31,20171214,1001757,0.03
1000189,MY31,20171214,1000902,0.004
1000189,MY31,20171215,1001757,0.02
1000189,MY31,20171215,1001890,0.2
1000189,MY31,20171218,1001755,0.00E+00
1000189,MY31,20171218,1000289,0.00E+00
1000189,MY31,20171218,1001757,0.00E+00
1000189,MY31,20171219,1000902,0.005
1000189,MY31,20171220,1001757,0.05
1000189,MY31,20171220,1001890,0.3
1000189,MY31,20171220,1001756,0.02
1000189,MY31,20171221,1001756,0.04
1000189,MY31,20171226,1001892,0.01
1000189,MY31,20171228,1001890,0.00E+00
1000189,MY31,20171228,1001755,0.00E+00
1000189,MY31,20171228,1000902,0.00E+00
1000189,MY31,20171228,1001889,0.00E+00
1000189,MY31,20171229,1001755,0.5
1000189,MY31,20171230,1000289,0.08
1000189,MY31,20180102,1001757,0.07
1000189,MY31,20180102,1001755,0.00E+00
1000189,MY31,20180102,1000289,0.00E+00
1000189,MY31,20180104,1001892,0.02
1000189,MY31,20180104,1001755,0.00E+00
1000189,MY31,20180106,1000289,0.00E+00
1000189,MY31,20180106,1001757,0.00E+00
1000189,MY31,20180108,1000902,0.004
1000189,MY31,20180109,1000903,0.02
1000189,MY31,20180109,1001755,0.6
1000189,MY31,20180110,1001755,0.00E+00
1000189,MY31,20180112,1001755,0.3
1000189,MY31,20180112,1001892,0.00E+00
1000189,MY31,20180112,1001757,0.012
1000189,MY31,20180113,1000903,0.02
1000189,MY31,20180115,1001756,0.02
1000189,MY31,20180115,1001894,0.008
1000189,MY31,20180115,1001755,0.2
1000189,MY31,20180117,1001757,0.05
1000189,MY31,20180120,1001756,0.02
1000189,MY31,20180122,1001757,0.03
1000189,MY31,20180122,1001755,0.00E+00
1000189,MY31,20180123,1000902,0.005
1000189,MY31,20180126,1001755,0.2
1000189,MY31,20180129,1000289,0.05
1000189,MY31,20180129,1001757,0.02
1000189,MY31,20180201,1000289,0.05
1000189,MY31,20180201,1001757,0.03
1000189,MY31,20180201,1001890,0.00E+00
1000189,MY31,20180201,1001889,0.00E+00
1000189,MY31,20180202,1001755,0.1
1000189,MY31,20180202,1000902,0.00E+00
1000189,MY31,20180205,1000902,0.01
1000189,MY31,20180205,1001755,0.00E+00
1000189,MY31,20180205,1001889,0.02
1000189,MY31,20180207,1001756,0.01
1000189,MY31,20180208,1000289,0.05
1000189,MY31,20180209,1000289,0.00E+00
1000189,MY31,20180209,1001894,0.005
1000189,MY31,20180209,1001757,0.02
1000189,MY31,20180212,1001757,0.007
1000189,MY31,20180213,1001755,0.4
1000189,MY31,20180213,1000903,0.01
1000191,MY31,20170615,1001890,0.252
1000191,MY31,20170705,1001890,0.346
1000191,MY31,20170717,1001890,0.374
1000191,MY31,20170807,1001890,0.307
1000191,MY31,20170809,1001890,0.207
1000191,MY31,20170821,1001890,0.425
1000191,MY31,20170914,1001890,0.3
1000191,MY31,20170919,1001890,0.307
1000191,MY31,20170929,1001890,0.00E+00
1000191,MY31,20171004,1001890,0.3
1000191,MY31,20171012,1001890,0.392
1000191,MY31,20171024,1001890,0.3
1000191,MY31,20171107,1001890,0.322
1000191,MY31,20171117,1001890,0.3
1000191,MY31,20171130,1001890,0.3
1000191,MY31,20171205,1001890,0.31
1000191,MY31,20171213,1001890,0.317
1000191,MY31,20171220,1001890,0.308
1000194,MY11,20170704,1000574,0.005
1000194,MY11,20170727,1000574,0.007
1000194,MY11,20170907,1000574,0.009
1000194,MY11,20171019,1000574,0.006
1000194,MY11,20171109,1000574,0.01
1000194,MY11,20171221,1000574,0.015
1000194,MY11,20180125,1000574,0.005
1000195,MY11,20170603,1000980,0.28
1000195,MY11,20170604,1000980,0.32
1000195,MY11,20170606,1000836,0.04
1000195,MY11,20170607,1000980,0.28
1000195,MY11,20170609,1000836,0.04
1000195,MY11,20170612,1000836,0.04
1000195,MY11,20170614,1000980,0.32
1000195,MY11,20170619,1000836,0.04
1000195,MY11,20170628,1000980,0.44
1000195,MY11,20170629,1000836,0.08
1000195,MY11,20170630,1000836,0.08
1000195,MY11,20170705,1000836,0.04
1000195,MY11,20170706,1000980,0.32
1000195,MY11,20170710,1000836,0.04
1000195,MY11,20170712,1000980,0.44
1000195,MY11,20170714,1000836,0.04
1000195,MY11,20170718,1000836,0.04
1000195,MY11,20170720,1000980,0.48
1000195,MY11,20170721,1000836,0.04
1000195,MY11,20170725,1000836,0.04
1000195,MY11,20170727,1000980,0.32
1000195,MY11,20170802,1000836,0.04
1000195,MY11,20170803,1000980,0.32
1000195,MY11,20170803,1000836,0.04
1000195,MY11,20170810,1000980,0.48
1000195,MY11,20170810,1000836,0.02
1000195,MY11,20170811,1000836,0.04
1000195,MY11,20170816,1000980,0.32
1000195,MY11,20170817,1000836,0.04
1000195,MY11,20170822,1000836,0.07
1000195,MY11,20170824,1000980,0.28
1000195,MY11,20170829,1000836,0.03
1000195,MY11,20170831,1000980,0.28
1000195,MY11,20170905,1000836,0.06
1000195,MY11,20170907,1000980,0.4
1000195,MY11,20170911,1000836,0.03
1000195,MY11,20170914,1000980,0.48
1000195,MY11,20170918,1000836,0.03
1000195,MY11,20170919,1000836,0.05
1000195,MY11,20170921,1000980,0.435
1000195,MY11,20170926,1000836,0.025
1000195,MY11,20170928,1000980,0.475
1000195,MY11,20171005,1000836,0.08
1000195,MY11,20171005,1000980,0.48
1000195,MY11,20171009,1000836,0.04
1000195,MY11,20171010,1000836,0.03
1000195,MY11,20171012,1000980,0.44
1000195,MY11,20171016,1000836,0.03
1000195,MY11,20171019,1000980,0.48
1000195,MY11,20171019,1000836,0.06
1000195,MY11,20171024,1000836,0.05
1000195,MY11,20171026,1000980,0.4
1000195,MY11,20171102,1000980,0.4
1000195,MY11,20171103,1000836,0.02
1000195,MY11,20171106,1000836,0.035
1000195,MY11,20171107,1000836,0.075
1000195,MY11,20171109,1000980,0.52
1000195,MY11,20171113,1000836,0.035
1000195,MY11,20171116,1000980,0.36
1000195,MY11,20171117,1000836,0.025
1000195,MY11,20171122,1000836,0.08
1000195,MY11,20171123,1000980,0.32
1000195,MY11,20171130,1000980,0.24
1000195,MY11,20171202,1000836,0.03
1000195,MY11,20171204,1000836,0.045
1000195,MY11,20171205,1000836,0.09
1000195,MY11,20171207,1000980,0.28
1000195,MY11,20171213,1000836,0.18
1000195,MY11,20171214,1000980,0.4
1000195,MY11,20171221,1000980,0.28
1000195,MY11,20171221,1000836,0.17
1000195,MY11,20171228,1000980,0.4
1000195,MY11,20171228,1000836,0.16
1000195,MY11,20180104,1000836,0.21
1000195,MY11,20180104,1000980,0.52
1000195,MY11,20180110,1000836,0.19
1000195,MY11,20180111,1000980,0.52
1000195,MY11,20180117,1000836,0.17
1000195,MY11,20180118,1000980,0.515
1000195,MY11,20180122,1000836,0.085
1000195,MY11,20180125,1000980,0.56
1000195,MY11,20180125,1000836,0.27
1000195,MY11,20180201,1000980,0.8
1000195,MY11,20180202,1000836,0.235
1000195,MY11,20180205,1000980,0.32
1000195,MY11,20180205,1000836,0.21
1000196,MY11,20170603,1001659,0.152
1000196,MY11,20170603,1001408,0.6
1000196,MY11,20170607,1001717,0.025
1000196,MY11,20170607,1000703,0.1
1000196,MY11,20170607,1001408,0.8
1000196,MY11,20170608,1000703,0.15
1000196,MY11,20170609,1002522,0.01
1000196,MY11,20170613,1001634,0.01
1000196,MY11,20170613,1001165,0.04
1000196,MY11,20170613,1000703,0.1
1000196,MY11,20170614,1000927,0.001
1000196,MY11,20170614,1001408,0.43
1000196,MY11,20170615,1001659,0.17
1000196,MY11,20170615,1000703,0.1
1000196,MY11,20170615,1001717,0.005
1000196,MY11,20170617,1000703,0.1
1000196,MY11,20170619,1000703,0.1
1000196,MY11,20170621,1001717,0.00E+00
1000196,MY11,20170622,1001408,0.45
1000196,MY11,20170622,1000703,0.1
1000196,MY11,20170624,1001717,0.12
1000196,MY11,20170630,1001717,0.005
1000196,MY11,20170630,1000703,0.1
1000196,MY11,20170703,1001634,0.01
1000196,MY11,20170704,1000703,0.12
1000196,MY11,20170705,1000703,0.1
1000196,MY11,20170710,1000703,0.1
1000196,MY11,20170712,1001408,0.00E+00
1000196,MY11,20170712,1000703,0.1
1000196,MY11,20170713,1001659,0.12
1000196,MY11,20170713,1000703,0.1
1000196,MY11,20170714,1001659,0.15
1000196,MY11,20170717,1000703,0.1
1000196,MY11,20170718,1001717,0.00E+00
1000196,MY11,20170718,1001659,0.00E+00
1000196,MY11,20170720,1001408,0.29
1000196,MY11,20170720,1001083,0.03
1000196,MY11,20170724,1000703,0.1
1000196,MY11,20170725,1001717,0.08
1000196,MY11,20170727,1001634,0.00E+00
1000196,MY11,20170727,1001717,0.01
1000196,MY11,20170728,1000703,0.1
1000196,MY11,20170731,1001659,0.00E+00
1000196,MY11,20170731,1000703,0.1
1000196,MY11,20170802,1001634,0.004
1000196,MY11,20170805,1001408,0.32
1000196,MY11,20170807,1000703,0.2
1000196,MY11,20170808,1001659,0.11
1000196,MY11,20170808,1002522,0.01
1000196,MY11,20170809,1001717,0.12
1000196,MY11,20170810,1002522,0.00E+00
1000196,MY11,20170811,1001659,0.00E+00
1000196,MY11,20170814,1000703,0.1
1000196,MY11,20170814,1001083,0.00E+00
1000196,MY11,20170817,1000703,0.1
1000196,MY11,20170818,1000927,0.00E+00
1000196,MY11,20170821,1000927,0.001
1000196,MY11,20170821,1001659,0.13
1000196,MY11,20170822,1001408,0.27
1000196,MY11,20170823,1001717,0.005
1000196,MY11,20170824,1000703,0.1
1000196,MY11,20170824,1001659,0.00E+00
1000196,MY11,20170825,1000703,0.1
1000196,MY11,20170829,1000703,0.1
1000196,MY11,20170902,1000703,0.1
1000196,MY11,20170902,1001659,0.12
1000196,MY11,20170905,1000703,0.1
1000196,MY11,20170906,1001408,0.4
1000196,MY11,20170908,1000703,0.1
1000196,MY11,20170909,1001634,0.00E+00
1000196,MY11,20170911,1000703,0.1
1000196,MY11,20170911,1001408,0.197
1000196,MY11,20170911,1001634,0.01
1000196,MY11,20170912,1001659,0.13
1000196,MY11,20170913,1001717,0.00E+00
1000196,MY11,20170917,1001634,0.00E+00
1000196,MY11,20170919,1000703,0.1
1000196,MY11,20170920,1000703,0.1
1000196,MY11,20170920,1001408,1.26
1000196,MY11,20170920,1000927,0.001
1000196,MY11,20170921,1001659,0.15
1000196,MY11,20170922,1000927,0.00E+00
1000196,MY11,20170922,1001083,0.00E+00
1000196,MY11,20170922,1002522,0.00E+00
1000196,MY11,20170925,1001717,0.005
1000196,MY11,20170926,1000703,0.1
1000196,MY11,20170927,1000703,0.1
1000196,MY11,20170928,1001659,0.00E+00
1000196,MY11,20170928,1001717,0.12
1000196,MY11,20170929,9000001,0.007
1000196,MY11,20170929,1001659,0.06
1000196,MY11,20170930,1001717,0.00E+00
1000196,MY11,20171001,1001634,0.00E+00
1000196,MY11,20171001,1000703,0.1
1000196,MY11,20171002,1001659,0.15
1000196,MY11,20171002,1001053,0.002
1000196,MY11,20171003,1002522,0.01
1000196,MY11,20171004,9000001,0.007
1000196,MY11,20171006,1001634,0.001
1000196,MY11,20171007,1001717,0.005
1000196,MY11,20171009,1000703,0.1
1000196,MY11,20171014,1000703,0.1
1000196,MY11,20171016,1001634,0.00E+00
1000196,MY11,20171016,1001659,0.15
1000196,MY11,20171016,1001053,0.002
1000196,MY11,20171017,1000703,0.1
1000196,MY11,20171017,1001717,0.12
1000196,MY11,20171020,1001659,0.12
1000196,MY11,20171021,1000703,0.1
1000196,MY11,20171023,1000703,0.1
1000196,MY11,20171023,1001659,0.12
1000196,MY11,20171023,1002917,0.01
1000196,MY11,20171026,1001634,0.002
1000196,MY11,20171026,1001717,0.12
1000196,MY11,20171027,1000703,0.1
1000196,MY11,20171027,1001408,0.43
1000196,MY11,20171027,1001053,0.002
1000196,MY11,20171029,1001634,0.00E+00
1000196,MY11,20171030,1000927,0.001
1000196,MY11,20171030,1001717,0.125
1000196,MY11,20171101,1001659,0.15
1000196,MY11,20171101,9000001,0.007
1000196,MY11,20171102,1001717,0.12
1000196,MY11,20171102,1000703,0.1
1000196,MY11,20171108,1002917,0.006
1000196,MY11,20171108,1001659,0.1
1000196,MY11,20171109,1000703,0.1
1000196,MY11,20171109,1001717,0.12
1000196,MY11,20171111,1001053,0.003
1000196,MY11,20171111,1001235,0.012
1000196,MY11,20171113,1000703,0.1
1000196,MY11,20171114,1001659,0.00E+00
1000196,MY11,20171115,1001717,0.00E+00
1000196,MY11,20171115,1002917,0.006
1000196,MY11,20171115,1001659,0.00E+00
1000196,MY11,20171116,1000703,0.1
1000196,MY11,20171118,1001717,0.12
1000196,MY11,20171118,1000927,0.001
1000196,MY11,20171119,1001634,0.00E+00
1000196,MY11,20171120,1000703,0.1
1000196,MY11,20171121,1001634,0.004
1000196,MY11,20171122,1001659,0.15
1000196,MY11,20171123,1000703,0.1
1000196,MY11,20171123,1001659,0.00E+00
1000196,MY11,20171124,1001717,0.12
1000196,MY11,20171127,1001053,0.003
1000196,MY11,20171127,1002917,0.00E+00
1000196,MY11,20171127,1000703,0.1
1000196,MY11,20171128,1001408,0.4
1000196,MY11,20171128,1001053,0.00E+00
1000196,MY11,20171128,1001717,0.005
1000196,MY11,20171128,1000703,0.1
1000196,MY11,20171128,1001634,0.005
1000196,MY11,20171129,9000001,0.02
1000196,MY11,20171129,1002917,0.008
1000196,MY11,20171130,1001717,0.12
1000196,MY11,20171130,1000703,0.1
1000196,MY11,20171130,1001053,0.005
1000196,MY11,20171204,1000927,0.001
1000196,MY11,20171204,1001717,0.1
1000196,MY11,20171204,1000703,0.1
1000196,MY11,20171205,1001659,0.15
1000196,MY11,20171206,1001235,0.01
1000196,MY11,20171206,1000703,0.1
1000196,MY11,20171207,1001659,0.2
1000196,MY11,20171210,1001717,0.105
1000196,MY11,20171211,1000703,0.1
1000196,MY11,20171211,1002522,0.01
1000196,MY11,20171211,1001659,0.08
1000196,MY11,20171213,1002917,0.005
1000196,MY11,20171214,1000703,0.1
1000196,MY11,20171214,1001659,0.00E+00
1000196,MY11,20171214,1001053,0.025
1000196,MY11,20171218,1001717,0.005
1000196,MY11,20171219,1000703,0.1
1000196,MY11,20171219,1001053,0.015
1000196,MY11,20171220,1002917,0.005
1000196,MY11,20171220,1000703,0.1
1000196,MY11,20171221,1001053,0.003
1000196,MY11,20171222,1001053,0.00E+00
1000196,MY11,20171222,1000703,0.1
1000196,MY11,20171225,1001659,0.15
1000196,MY11,20171227,1001717,0.1
1000196,MY11,20171227,1001634,0.006
1000196,MY11,20171229,1000703,0.1
1000196,MY11,20171230,1001053,0.04
1000196,MY11,20171230,1001717,0.205
1000196,MY11,20171230,1001659,0.2
1000196,MY11,20180102,1000927,0.001
1000196,MY11,20180102,1001235,0.025
1000196,MY11,20180103,1002917,0.005
1000196,MY11,20180105,1000703,0.1
1000196,MY11,20180109,1001717,0.1
1000196,MY11,20180109,1000703,0.1
1000196,MY11,20180111,1002917,0.005
1000196,MY11,20180113,1000703,0.1
1000196,MY11,20180116,1001717,0.005
1000196,MY11,20180117,1000703,0.1
1000196,MY11,20180118,1002917,0.005
1000196,MY11,20180122,1001717,0.15
1000196,MY11,20180122,1000703,0.1
1000196,MY11,20180122,1001659,0.00E+00
1000196,MY11,20180123,1000703,0.2
1000196,MY11,20180124,1001235,0.003
1000196,MY11,20180124,1000703,0.1
1000196,MY11,20180125,1002917,0.005
1000196,MY11,20180127,1001717,0.2
1000196,MY11,20180201,1001659,0.25
1000196,MY11,20180201,1002917,0.005
1000196,MY11,20180202,1001053,0.02
1000196,MY11,20180204,1001717,0.005
1000196,MY11,20180209,1002917,0.00E+00
1000197,MY11,20170603,1000046,0.002
1000197,MY11,20170603,1001717,0.025
1000197,MY11,20170605,9000005,0.001
1000197,MY11,20170605,1002029,0.005
1000197,MY11,20170605,1000703,0.001
1000197,MY11,20170606,1000344,0.015
1000197,MY11,20170607,1001493,0.04
1000197,MY11,20170613,1001165,0.08
1000197,MY11,20170615,1002029,0.008
1000197,MY11,20170616,1001801,0.06
1000197,MY11,20170619,1001632,0.03
1000197,MY11,20170621,1001493,0.04
1000197,MY11,20170622,1001155,0.08
1000197,MY11,20170623,1001634,0.01
1000197,MY11,20170625,1002029,0.008
1000197,MY11,20170629,1002163,0.088
1000197,MY11,20170629,1001442,0.03
1000197,MY11,20170630,9000004,0.058
1000197,MY11,20170701,1000046,0.002
1000197,MY11,20170703,1000344,0.015
1000197,MY11,20170703,1001634,0.01
1000197,MY11,20170703,1001165,0.12
1000197,MY11,20170703,1000568,0.01
1000197,MY11,20170705,1000215,0.06
1000197,MY11,20170708,1001634,0.01
1000197,MY11,20170710,1001801,0.06
1000197,MY11,20170711,1002029,0.01
1000197,MY11,20170712,1002163,0.05
1000197,MY11,20170712,1002029,0.00E+00
1000197,MY11,20170712,1001632,0.00E+00
1000197,MY11,20170712,1001442,0.01
1000197,MY11,20170713,1001493,0.00E+00
1000197,MY11,20170714,1001165,0.08
1000197,MY11,20170716,1002029,0.00E+00
1000197,MY11,20170717,1000927,0.00E+00
1000197,MY11,20170717,1001632,0.03
1000197,MY11,20170717,1001634,0.00E+00
1000197,MY11,20170719,1000927,0.001
1000197,MY11,20170719,1000344,0.015
1000197,MY11,20170720,1001165,0.00E+00
1000197,MY11,20170721,1000733,0.001
1000197,MY11,20170721,1000568,0.01
1000197,MY11,20170723,9000004,0.04
1000197,MY11,20170725,1002029,0.008
1000197,MY11,20170726,9000001,0.082
1000197,MY11,20170727,1000046,0.00E+00
1000197,MY11,20170729,1002039,0.035
1000197,MY11,20170801,1001632,0.03
1000197,MY11,20170801,9000004,0.02
1000197,MY11,20170801,1001165,0.04
1000197,MY11,20170802,9000004,0.02
1000197,MY11,20170802,1001634,0.004
1000197,MY11,20170803,1000344,0.015
1000197,MY11,20170807,1001165,0.00E+00
1000197,MY11,20170810,1000215,0.00E+00
1000197,MY11,20170810,1002029,0.008
1000197,MY11,20170811,1001493,0.03
1000197,MY11,20170813,1001165,0.04
1000197,MY11,20170814,1001801,0.049
1000197,MY11,20170814,1002029,0.008
1000197,MY11,20170814,9000004,0.02
1000197,MY11,20170815,1002029,0.00E+00
1000197,MY11,20170815,9000001,0.012
1000197,MY11,20170815,1000568,0.00E+00
1000197,MY11,20170816,1002039,0.04
1000197,MY11,20170816,1001632,0.045
1000197,MY11,20170816,1000344,0.014
1000197,MY11,20170816,1000046,0.002
1000197,MY11,20170817,1001634,0.002
1000197,MY11,20170818,1000568,0.01
1000197,MY11,20170818,1000927,0.00E+00
1000197,MY11,20170818,1000046,0.00E+00
1000197,MY11,20170821,1001165,0.04
1000197,MY11,20170822,9000001,0.012
1000197,MY11,20170823,1000344,0.02
1000197,MY11,20170823,1001493,0.04
1000197,MY11,20170824,9000004,0.02
1000197,MY11,20170831,9000001,0.144
1000197,MY11,20170901,1002029,0.008
1000197,MY11,20170903,1000046,0.002
1000197,MY11,20170904,9000004,0.02
1000197,MY11,20170906,1002039,0.04
1000197,MY11,20170906,1000733,0.003
1000197,MY11,20170907,1001155,0.05
1000197,MY11,20170907,1001632,0.025
1000197,MY11,20170907,1000344,0.015
1000197,MY11,20170909,1001634,0.00E+00
1000197,MY11,20170911,9000001,0.012
1000197,MY11,20170913,1001165,0.08
1000197,MY11,20170914,9000004,0.02
1000197,MY11,20170914,1002029,0.01
1000197,MY11,20170914,1001493,0.04
1000197,MY11,20170916,1000046,0.00E+00
1000197,MY11,20170917,1001634,0.00E+00
1000197,MY11,20170918,1000344,0.004
1000197,MY11,20170919,1000344,0.015
1000197,MY11,20170921,9000004,0.02
1000197,MY11,20170923,1001165,0.04
1000197,MY11,20170924,1002039,0.04
1000197,MY11,20170925,1000215,0.04
1000197,MY11,20170928,1001632,0.025
1000197,MY11,20170929,9000001,0.107
1000197,MY11,20171001,1001165,0.00E+00
1000197,MY11,20171004,9000001,0.119
1000197,MY11,20171004,1002029,0.008
1000197,MY11,20171004,1001634,0.01
1000197,MY11,20171005,1001493,0.04
1000197,MY11,20171005,1000568,0.01
1000197,MY11,20171005,1000344,0.015
1000197,MY11,20171010,1002917,0.001
1000197,MY11,20171011,1000344,0.015
1000197,MY11,20171011,1000215,0.00E+00
1000197,MY11,20171012,1001165,0.04
1000197,MY11,20171016,1002039,0.04
1000197,MY11,20171017,1002029,0.01
1000197,MY11,20171017,1001632,0.03
1000197,MY11,20171021,1000215,0.04
1000197,MY11,20171023,1001155,0.035
1000197,MY11,20171024,1001165,0.04
1000197,MY11,20171024,1001493,0.04
1000197,MY11,20171028,1000046,0.002
1000197,MY11,20171029,1001165,0.00E+00
1000197,MY11,20171029,1000046,0.00E+00
1000197,MY11,20171101,1002029,0.012
1000197,MY11,20171101,9000001,0.201
1000197,MY11,20171101,9000004,0.01
1000197,MY11,20171103,1000733,0.004
1000197,MY11,20171103,1000344,0.015
1000197,MY11,20171107,9000004,0.06
1000197,MY11,20171109,1002039,0.03
1000197,MY11,20171109,1002029,0.012
1000197,MY11,20171110,1000215,0.04
1000197,MY11,20171111,1001632,0.03
1000197,MY11,20171112,1001493,0.04
1000197,MY11,20171113,9000001,0.094
1000197,MY11,20171114,1001634,0.00E+00
1000197,MY11,20171114,1001165,0.00E+00
1000197,MY11,20171115,1000344,0.015
1000197,MY11,20171115,1001165,0.04
1000197,MY11,20171119,1001632,0.001
1000197,MY11,20171122,1001634,0.004
1000197,MY11,20171123,1001632,0.025
1000197,MY11,20171125,1001165,0.04
1000197,MY11,20171127,1002029,0.012
1000197,MY11,20171127,1002039,0.02
1000197,MY11,20171127,1001493,0.04
1000197,MY11,20171127,1000215,0.00E+00
1000197,MY11,20171128,1000046,0.002
1000197,MY11,20171128,1001155,0.05
1000197,MY11,20171129,1001634,0.009
1000197,MY11,20171129,9000001,0.164
1000197,MY11,20171130,9000004,0.02
1000197,MY11,20171202,1001165,0.04
1000197,MY11,20171204,1001632,0.025
1000197,MY11,20171206,1001165,0.04
1000197,MY11,20171208,1000344,0.01
1000197,MY11,20171211,1001493,0.04
1000197,MY11,20171212,1000046,0.002
1000197,MY11,20171213,9000004,0.02
1000197,MY11,20171213,1002029,0.012
1000197,MY11,20171214,1001155,0.05
1000197,MY11,20171214,1002039,0.02
1000197,MY11,20171215,1001165,0.04
1000197,MY11,20171220,9000004,0.04
1000197,MY11,20171221,1000215,0.04
1000197,MY11,20171222,1002029,0.02
1000197,MY11,20171222,1002039,0.05
1000197,MY11,20171225,1001165,0.04
1000197,MY11,20171226,1001632,0.06
1000197,MY11,20171227,1000344,0.035
1000197,MY11,20171227,1001634,0.007
1000197,MY11,20171227,1001155,0.05
1000197,MY11,20171229,1001493,0.04
1000197,MY11,20171230,9000004,0.01
1000197,MY11,20171231,9000001,0.024
1000197,MY11,20171231,9000000,0.012
1000197,MY11,20180102,1001165,0.08
1000197,MY11,20180105,1000572,0.006
1000197,MY11,20180105,1000046,0.00E+00
1000197,MY11,20180108,1000215,0.00E+00
1000197,MY11,20180111,1002029,0.01
1000197,MY11,20180113,1000046,0.005
1000197,MY11,20180114,1001165,0.00E+00
1000197,MY11,20180118,1001165,0.04
1000197,MY11,20180122,1000344,0.02
1000197,MY11,20180122,1001155,0.05
1000197,MY11,20180122,1002039,0.03
1000197,MY11,20180122,1001493,0.04
1000197,MY11,20180124,1000215,0.04
1000197,MY11,20180125,1001632,0.03
1000197,MY11,20180125,9000001,0.094
1000197,MY11,20180127,1000046,0.00E+00
1000197,MY11,20180127,1001165,0.00E+00
1000197,MY11,20180129,1002029,0.01
1000197,MY11,20180129,9000004,0.001
1000197,MY11,20180130,1000572,0.005
1000197,MY11,20180201,1001165,0.08
1000197,MY11,20180201,1000215,0.04
1000197,MY11,20180202,1000046,0.005
1000197,MY11,20180203,1001632,0.02
1000197,MY11,20180205,1002029,0.01
1000197,MY11,20180206,1000344,0.02
1000197,MY11,20180207,1002039,0.03
1000197,MY11,20180208,1002917,0.01
1000197,MY11,20180212,1000733,0.004
1000197,MY11,20180212,1002917,0.005
1000197,MY11,20180214,9000001,0.012
1000199,MY11,20170601,1001612,0.022
1000199,MY11,20170603,1001612,0.04492
1000199,MY11,20170621,1001612,0.00E+00
1000199,MY11,20170628,1001612,0.022
1000199,MY11,20170629,1001612,0.154
1000199,MY11,20170711,1001612,0.00E+00
1000199,MY11,20170721,1001612,0.11
1000199,MY11,20170808,1001612,0.00E+00
1000199,MY11,20170823,1001612,0.11
1000199,MY11,20170926,1001612,0.11
1000199,MY11,20170928,1001612,0.00E+00
1000199,MY11,20171031,1001612,0.132
1000199,MY11,20171120,1001612,0.092
1000199,MY11,20171216,1001612,0.126
1000199,MY11,20171217,1001612,0.021
1000199,MY11,20171220,1001612,0.088
1000199,MY11,20171230,1001612,0.105
1000199,MY11,20180116,1001612,0.088
1000199,MY11,20180203,1001612,0.022
1000201,MY11,20170531,1000836,0.1
1000201,MY11,20170602,1000980,0.16
1000201,MY11,20170602,1001048,0.2
1000201,MY11,20170606,1000836,0.165
1000201,MY11,20170606,1001048,0.12
1000201,MY11,20170609,1001048,0.2
1000201,MY11,20170609,1000980,0.16
1000201,MY11,20170609,1000836,0.1
1000201,MY11,20170612,1000836,0.1
1000201,MY11,20170613,1000836,0.1
1000201,MY11,20170614,1000980,0.28
1000201,MY11,20170614,1001048,0.52
1000201,MY11,20170619,1000836,0.1
1000201,MY11,20170622,1001048,0.2
1000201,MY11,20170628,1000980,0.2
1000201,MY11,20170628,1001048,0.2
1000201,MY11,20170629,1000836,0.275
1000201,MY11,20170630,1000836,0.225
1000201,MY11,20170703,1000836,0.1
1000201,MY11,20170704,1000980,0.2
1000201,MY11,20170705,1000836,0.1
1000201,MY11,20170705,1001048,0.32
1000201,MY11,20170710,1000836,0.15
1000201,MY11,20170711,1000836,0.1
1000201,MY11,20170711,1001048,0.00E+00
1000201,MY11,20170712,1001048,0.2
1000201,MY11,20170712,1000980,0.12
1000201,MY11,20170714,1000836,0.15
1000201,MY11,20170718,1000836,0.1
1000201,MY11,20170720,1001048,0.2
1000201,MY11,20170720,1000980,0.2
1000201,MY11,20170721,1000836,0.15
1000201,MY11,20170725,1000836,0.05
1000201,MY11,20170727,1000980,0.16
1000201,MY11,20170727,1001048,0.12
1000201,MY11,20170728,1000836,0.1
1000201,MY11,20170802,1000836,0.1
1000201,MY11,20170803,1001048,0.32
1000201,MY11,20170803,1000836,0.1
1000201,MY11,20170810,1000980,0.24
1000201,MY11,20170810,1000836,0.1
1000201,MY11,20170811,1000836,0.1
1000201,MY11,20170812,1001048,0.2
1000201,MY11,20170815,1000836,0.1
1000201,MY11,20170816,1001048,0.32
1000201,MY11,20170816,1000980,0.36
1000201,MY11,20170817,1000836,0.1
1000201,MY11,20170822,1000836,0.2
1000201,MY11,20170829,1000836,0.1
1000201,MY11,20170831,1001048,0.12
1000201,MY11,20170831,1000980,0.32
1000201,MY11,20170905,1000836,0.2
1000201,MY11,20170907,1001048,0.2
